name,date,year,director,prod,composer,cast_mem
PremaDesapuYuvarani,September,2023.0,Sai Suneel Nimmala,"Age creations, s2h2 entertainments",Ajay Patnaik,"Mahaboob Basha, Gopi, Viraat Karthik, Hari Krishna, Sunitha Manohar, Pavan Muthyala, Naidu, Prathyusha, Yamin Raaz, Bheeman Raghu"
Sodara Sodarimanulara,September,2023.0,Raghupathi Reddy Gunda,"9Em Entertainments, iR Movies",Madeen Sk,"Kamal Kamaraju, Aparna Devi, Prabhakar, Prithviraj"
Mattikatha,October,2023.0,Pavan Kadiyala,Mic Movies,Smaran,"Raju Aluri, Mallesh B, G Nanda Kishore, Seetha Mahalaxmi Mallesham, Maya, Dayanand Reddy, Balveer Singh, Bathula Teja, Bathurst Tena, Ajey Ved"
Rudramkota,September,2023.0,Ramu Kona,Ark Visualz,Subhash Anand,"Anil Arka, Alekhya Gadamboina, Vibhisha Jaanu, Ch Jayalalitha, Basskar Raw"
Bhagavanth Kesari,October,2023.0,Anil Ravipudi,Shine Screens,S. Thaman,"Nandamuri Balakrishna, Arjun Rampal, Kajal Aggarwal, Sreeleela, R. Sarathkumar, Aadukalam Naren, Raghu Babu, P. Ravi Shankar, Jayachitra, Racha Ravi"
Tiger Nageswara Rao,October,2023.0,Vamsee,Abhishek Agarwal Arts,G.V. Prakash Kumar,"Ravi Teja, Anupam Kher, Gayatri Bhardwaj, Nupur Sanon, Renu Desai, Nassar, Murli Sharma, Jisshu Sengupta, Sudev Nair, Hareesh Peradi"
Case 30,October,2023.0,Sandeep Pydimarri,Pnr Film Factory,Sv Jerome,"Siddharth Naidu, Shamili Uniyal, Tanvi Gawade, Vamsi Raghava Yenumula"
Rules Ranjann,October,2023.0,Rathinam Krishna,Starlight Entertainment,Amrish,"Kiran Abbavaram, Neha Shetty, Meher Chahal, Vennela Kishore, Hyper Aadi, Ajay, Makrand Deshpande, Viva Harsha, Annu Kapoor, Gulshan Pandey"
The Great Indian Suicide,October,2023.0,Viplove Koneti,"KSV, Syringe Cinema",JD,"Saikumar Babloo, Deborah Doris Fell, V. Jayaprakash, Ram Karthik, Pavitra Lokesh, Lakshmi Narayana, V.K. Naresh, Hebah Patel, Rathna Shekhar Reddy, Teja Reddy"
Month of Madhu,October,2023.0,Srikanth Nagothi,"Creative Productions, Hand Picked Stories, Krishiv Productions",JD,"Naveen Chandra, Swathi Reddy, Shreya Navile, Harsha Chemudu, Chaitu Babu, Gnaneswari Kandregula, Manjula Ghattamaneni, Raja Chembolu, Raghav Rudra Mulpuru, Ruchitha Sadineni"
Mad,October,2023.0,Kalyan Shankar,"Fortune Four Cinemas, Haarika & Hassine Creations, Sithara Entertainments",Bheems Ceciroleo,"Anthony, Ravi Anthony, Raghu Babu, Muralidhar Goud, Anudeep K.V., Narne Nithiin, Ram Nithin, Ram Nitin, Vishnu Oi, Sri Gouri Priya"
Maama Mascheendra,October,2023.0,Harsha Vardhan,"Sree Venkateswara Cinemas, Srishti Celluloid",Chaitan Bharadwaj,"Sudheer Babu Posani, Eesha Rebba, Mirnalini Ravi, Harsha Vardhan, Ali Reza, Rajeev Kanakala, Hari Teja, Ajay, Mirchi Kiran, Abhinaya"
Martin Luther King,October,2023.0,Puja Kolluru,"Mahayana Motion Pictures, Y Not Studios",Smaran,"Sampoornesh Babu, V.K. Naresh, Venkatesh Maha, Saranya Pradeep, Sharanya"
Prema Vimanam,October,2023.0,Santosh Kata,"Abhishek Pictures, Zee Studios",Anup Rubens,"Devansh Nama, Anirudh Nama, Sangeeth Shobhan, Saanve Megghana, Anasuya Bharadwaj, Vennela Kishore, Supreeth Reddy, Raj Tirandasu, Goparaju Ramana, Sai Prasad"
Raakshasa Kaavyam,December,2023.0,Sriman Keerthi,"CineValley Movies, Garuda Productions, Pingo Pictures",Rajeev,"Abhay Bethiganti, Anvesh Michael, Dayanand Reddy, Vijay Ambaiah, Praveen Dacharam, Vinay kumar Parri, Kushalini Pulapa, Yadhamma Raju, Pawon Ramesh, Aretty Rohini"
Okkade 1(Venkanna on Duty),October,2023.0,Sripada Ramchandra Rao,Classic Cine Creations,Sai Charan,"Sudhiksha Jha, Madhumitha, Sunita Pandey, Tummalapalli Rama Satyanarayana, Junaid Shaik, Tallada Venkanna, Vikramkduggineni"
Neethone Nenu,October,2023.0,Anji Ram,Sri Mamidi Entertainment,Karthik Kodakandla,"Gopal Krishna Akella, Kushita Kallapu, Mokksha, Harika Pedada, Satish Saripalli, Aakash Srinivas, Vikas Vasistha"
Maa Oori Cinema,October,2023.0,G Sivaram Teja,Sree Manjunath Cinemas,SK. Baji,"Pulivendula Mahesh, Gaganapeta Manjunath, Gnanapriya Paul, Navaneeth Reddy, Neha Reddy, Micheal Siddu, Mahesh Vitta"
Sagiletikatha,December,2023.0,Rajasekhar Sudmoon,"C Space, Shape Entertainment, Ashok Arts",Jaswanth Pasupuleti,"Rajsekhar Aningi, Vishika Kota, Ravi Teja Mahadasyam, Narasimha Prasad Panthagani"
Lingoccha,October,2023.0,Anand Bada,Srikala Entertainments,Because Raj,"Ismail Bhai, Shree Tulasi Rama Dangeti, Kunal Kaushik, Sharath Kumar, Devaa Malishetty, Fidha Moughal, K. Narasimha, Sai Priya, Thagubothu Ramesh, Karthik Rathnam"
Mangalavaaram,November,2023.0,Ajay Bhupathi,"A Creative Works, Mudhra Creative Works",B. Ajaneesh Loknath,"Payal Rajput, Nandita Shwetha, Divya Pillai, Ajmal Ameer, Ravindra Vijay, Chaitanya Krishna, Ajay Ghosh, Shravan Reddy, Sritej, Thanmai Bolt"
Aadikeshava,November,2023.0,Srikanth N Reddy,"Fortune Four Cinemas, Sithara Entertainments, Srikara Studios",G.V. Prakash Kumar,"Panja Vaisshnav Tej, Joju George, Sreeleela, Sada, Suman, Radhika Sarathkumar, Aparna Das, Tanikella Bharani, Rajsekhar Aningi, Keshav Deepak"
Narakasura,November,2023.0,Sebastian Noah Acosta Jr.,"Sumukha Creations, Ideal Filmmaker",Nawfal Raja Asi,"Rakshit Atluri, Nassar, Aparna Janardanan, Sangeerthana Vipin, Shatru, Charan Raj, Sriman, Tej Charanraj, S.S. Kanchi, Fish Venkat"
Kota Bommali PS,November,2023.0,Teja Marni,GA2 Pictures,Midhun Mukundan,"Meka Srikanth, Varalaxmi Sarathkumar, Rahul Vijay, Shivani Rajashekar, Nalla Sreedhar Reddy Gabbar, Rama Rao Jadhav, Vishnu Oi, Dayanand Reddy, Murli Sharma"
My Name Is Shruthi,November,2023.0,Srinivas Omkar,Vaishnavi Arts,Mark K. Robin,"Hansika Motwani, Darbha Appaji Ambarisha, Murli Sharma, V. Jayaprakash, Aadukalam Naren, Praveen, Prema, Pooja Ramachandran, C.V.L. Narasimha Rao, Raja Ravindra"
Plot,November,2023.0,Bhanu Bhava Tharaka,BBT films,Karthik Rodriguez,"Vikas Muppala, Sajiv Pasala, Gayatri Gupta, Santhosh Nadivada, Kishore"
Ala Ninnu Cheri,November,2023.0,Maresh Shivan,"Viision Movie Makers, Vision Movie Makers",Subhash Anand,"Dinesh Tej, Hebah Patel, Payal Radhakrishna, Mahesh Achanta, Hussain Basha, Mahaboob Basha, Chammak Chandra, Jagadesshwari, Jhansi, Kalpalatha"
Spark: L.I.F.E.,November,2023.0,Vikranth Reddy,Deaf frog productions,Hesham Abdul Wahab,"Vikranth Reddy, Mehreen Pirzada, Rukshar Dhillon, Guru Somasundaram, Nassar, Vennela Kishore, Suhasini, Satya, Brahmaji, Srikanth Iyengar"
Keedaa Cola,November,2023.0,Tharun Bhascker Dhaassyam,VG Sainma,Vivek Sagar,"Chaitanya Madadi, Rag Mayur, Brahmanandam, Tharun Bhascker Dhaassyam, Jeevan Kumar, Vishnu Oi, Ravindra Vijay, Raghu Ram, Hari Kanth, Anil Lingampally"
Maa Oori Polimera 2,November,2023.0,Anil Viswanath,Shree Krishna Creations,Gyaani,"Rajsekhar Aningi, Baladitya, Kamakshi Bhaskarla, Sahithi Dasari, Rakendu Mouli, Satyam Rajesh, Chitram Sreenu, Getup Srinu, Ravi Varma, Sonakshi Verma"
The Trial,November,2023.0,Raam Ganni,"Commonman Productions, SS Films",Saravana Vasudevan,"Spandana Palii, Vamsi Kotu, Yug Ram, Vazeer Ishaan, Udhay Pulime, Sakhi Uttada, Jashwanth Perumalla, Radha Bessy, Wazir Ishan, Murali K"
Sound Party,November,2023.0,Sanjay Sheri,Full Moon Media Productions,Madeen,"VJ Sunny, Hrithika Srinivas, Sivannarayana, Sapthagiri, Mohammad Ali, Anjali, Chalaki Chanti, R.J. Hemant, Inturi Vasu, Kadambari Kiran"
Ye chota Nuvvuna,November,2023.0,Pasalapudi SV,MS Productions,Tarun Rana Pratap,"Prashanth Guravana, Madhukar, Mukesh, Ambika Multhani, Satish Saripalli"
Antham Kadidi Aarambam,November,2023.0,Ishaaon,"Crescent Cinemas, Krishna Productions",Vinod Yajamanya,"Daniel Balaji, Nishma Chengappa, Pranali Ghoghare, Ishaaon, Naga Mahesh, Rocket Raghava"
Salaar: Part 1 - Ceasefire,December,2023.0,Prashanth Neel,Hombale Films,Ravi Basrur,"Prabhas, Karthikeya Dev, Prithviraj Sukumaran, Shruti Haasan, Jagapathi Babu, Tinnu Anand, Shrey Bhargava, Brahmaji, M.S. Chowdary, Devaraj"
Hi Nanna,December,2023.0,Shouryuv,Vyra Entertainments,Hesham Abdul Wahab,"Nani, Mrunal Thakur, Kiara Khanna, Nassar, Jayaram, Priyadarshi Pulikonda, Angad Bedi, Shilpa Tulaskar, Viraj Ashwin, Drishty Talwar"
Extra Ordinary Man,December,2023.0,Vakkantham Vamsi,"Aditya Productions & Entertainment, Ruchira Entertainment, Sreshth Movies",Harris Jayaraj,"Nithiin, Sreeleela, Rajasekhar, Sudev Nair, Rao Ramesh, Rohini, Brahmaji, Ajay, Harsha Vardhan, Annapurnamma"
Che,December,2023.0,B.R. Sabhavath Nayak,Nature Arts,Ravi Shankar,"Pasala Uma Maheshwar, B. R. Sabhavath Nayak, Kartheek Nune, Lavanya Sameera, Pula Siddeshwar"
Pindam,December,2023.0,Saikiran Reddy Daida,Kalaahi Media,Krishna Saurabh,"Srikanth, Easwari Rao, Srinivas Avasarala, Kushee Ravi, Ravi Varma, Baby Chaitra, Baby Ieisha, Kamal Krishna, Manik Reddy, Srilatha"
Devil,December,2023.0,Abhishek Nama,Abhishek Pictures,Harshavardhan Rameshwar,"Elnaaz Norouzi, Nandamuri Kalyan Ram, Ajay, Seetha, Mark Bennington, Samyuktha Menon, Ammu Abhirami, Malvika Nair, Satya, Ester Noronha"
Bubblegum,December,2023.0,Ravikanth Perepu,"Maheshwari Movies, People Media Factory",Sricharan Pakala,"Roshan Kanakala, Manasa Chowdary, Harsha Chemudu, Anannyaa Akulaa, Bindu Chandramouli, Anu Hasan, Bharath Jadhav, Chaitu Jonnalagadda, Kiran Macha, Duggu Sanjana"
Calling Sahasra,December,2023.0,Arunvikkirala,"Radha Arts, Shadow Media Productions",Mohith Rahmaniac,"Siva Balaji, Soumya Deshpande, Krishna Elakanti, Rekha Koneti, Hemanth Konishetty, Mahi, Mamatha, Ravi Teja Nannimala, Spandana Palii, Ravi Prakash"
Breathe,December,2023.0,Vamsi Krishna Akella,Basavatarakarama Creations,Mark K. Robin,"Sriram Reddy Polasane, Rajiv Kumar Aneja, Jonas David, Keshav Deepak, Vennela Kishore, Nandamuri Chaitanya Krishna, Madhu Narayan, Srs Prasad, Sanjay Rath, Sahasra Reddy"
#MayaLo,December,2023.0,Megha Mithra Pervar,FrameByFrame,Dennis Norton,"Naresh Agastya, N. Balakrishna, R.J. Hemant, Gnaneswari Kandregula, Sashank Manduri, Jayasri Rachakonda, Bhavana Vazhapandal"
Currency Nagar,December,2023.0,Vennela Kumar Pothepalli,Unnati Arts,Pavan,"Sudharshan, Goutham Kumar, Mahesh Yadlapalli, Spandana Somanna, Kesava Karri, Chandu Charms, Rajsekhar Aningi, Afshaan Shaik, Sai Durga, VamsiKrishna Konduri"
Sakhi,December,2023.0,Johnny Basha,One Media Et,,"Lokesh Muthumula, Deepika Vemireddy, Sudhakar Reddy, Jithin Aditya, Pallavi Aher, Harsha Althi, Sahithi Chilla, Divya Kanthi, Sandeepa Pasupuleti, Jyothi Swaroop"
Prema Katha,December,2023.0,Shivashakti Red De,"CineValley Movies, Tanga ProductionsLLP",Radhan,"Kishore Ksd, Vinay Mahadev, Nethra Sadhu, Diya Seetepalli, Raj Tirandasu"
Thika Maka Thanda,December,2023.0,Venkat,"TSR Movie Makers, TSR Movie Makers",Suresh Bobblli,"Rocket Raghava, Harikrishna, Rama Krishna, Rekha Nirosha, Bobby Bedi, Ramachandra, Bullet Bhaskar, Shirisha, Gowri Shankar, Sivannarayana"
Hanu Man,January,2024.0,Prasanth Varma,Primeshow Entertainment,Anudeep Dev,"Teja Sajja, Amritha Aiyer, Varalaxmi Sarathkumar, Vinay Rai, Vennela Kishore, Samuthirakani, Satya, Getup Srinu, Deepak Shetty, Ravi Teja"
Guntur Kaaram,January,2024.0,Trivikram Srinivas,"Haarika & Hassine Creations, Sithara Entertainments",S. Thaman,"Mahesh Babu, Sreeleela, Meenaakshi Chaudhary, Ramya Krishnan, Jayaram, Prakash Raj, Jagapathi Babu, Easwari Rao, Murli Sharma, Ajay"
Naa Saami Ranga,January,2024.0,Vijay Binni,"People Media Factory, Srinivasaa Silver Screen",M.M. Keeravani,"Nagarjuna Akkineni, Allari Naresh, Raj Tarun, Ashika Ranganath, Mirnaa, Rukshar Dhillon, Nassar, Rao Ramesh, Harsha Vardhan, Ravi Varma"
Sarkaaru Noukari,January,2024.0,Shekar Ganganamoni,R.K TELESHOW,Suresh Bobblli,"Tanikella Bharani, Latha Reddy, Surya, Sahithi Dasari, Sammeta Gandhi, Rajeshwari Mullapudi, Manichandana, Vivareddy, Ramya Ponduri, Meesala Lakshaman"
Saindhav,January,2024.0,Sailesh Kolanu,Niharika Entertainment,Santhosh Narayanan,"Nawazuddin Siddiqui, Andrea Jeremiah, Ruhani Sharma, Venkatesh Daggubati, Shraddha Srinath, V. Jayaprakash, Mukesh Rishi, Sravanthi Chokkarapu, Arya, Jisshu Sengupta"
Thappinchuku Thiruguvadu Dhanyudu Sumathi,January,2024.0,Chenna Narayana,"BS Production House, Yellow Thoughts Creations",Vivek Abhishek,"Manikandan R. Achari, Niranjana Anoop, Bhadram, Priyadarshi Pulikonda, Gopal Sham, Srinda"
RAM: Rapid Action Mission,January,2024.0,Mihiraam Vynateyaa,"Deepika Entertainment, OSM Vision",Aasrith Ayyangar,"Surya Ayyalasomyajula, Dhanya Balakrishna, Mahaboob Basha, Bhanu Chander, Sai Kumar, Rohit, Subhalekha Sudhakar, Amit Tiwari, Ravi Varma, Meena Vasu"
Double Engine,January,2024.0,Rohit Penumatsa,Waltair Productions,Vivek Sagar,"Muni Myatari, Ajith Mohan, Rohit Narsimha, Raju Shivaratri, Viswender Reddy, Sai Kiran, Kumar Pawan, Gayatri Gupta, Sandeep Boreddy, Sai Yogi"
Ajay Gadu,January,2024.0,Ajay Kumar Kathurvar,Ajay Kumar Productions,Sumanth Babu,"Ajay Kumar Kathurvar, Shweta Mehta, Prachi Thaker, Bhanusri, Abhay Bethiganti, Yadhamma Raju, Teja Ainampudi, Jayasri Rachakonda, Prasad Balakrishna"
Deenamma Jeevitham,January,2024.0,Muorali Ramaswamy,"Durgasree Films, Yashwanth Raamaswamy Creations",Ram Sam,"Dev Ballani, Priya Chohan, Saritha Chohan, Balagam Sahadev, Shannu Shaik"
Agent Narasimha-117,January,2024.0,Lakshman Chaprala,Navya Sai Films,Raj Kiran,"Devgil, Harshal Gire, Keerthi Krishna, Madhubala, Nikitha, Narasimha Reddy, Sayaji Shinde, Pradeep Singh Rawat"
Siddharth Roy,February,2024.0,V Yeshasvi,"Shree Radha Damodar Studios, Vihaan & Vihin Creations",Radhan,"Gaurav Mahaur, Kalyani Natarajan, Tanvi Negi, Deepak Saroj, Mathew Varghese"
Eagle,February,2024.0,Karthik Gattamneni,People Media Factory,Davzand,"Ravi Teja, Anupama Parameswaran, Navdeep, Srinivas Avasarala, Madhoo, Kavya Thapar, Ajay Ghosh, Insane Ashraf, Mahaboob Basha, Tanisa islam Mahi"
Mechanic,February,2024.0,Muni Sahekara,Teena Sree Creations,Vinod Yajamanya,"Mani Sai Teja, Rekha Nirosha, Tanikella Bharani, Naga Mahesh, Surya, Kireeti, Chatrapathi Shekar, Sammeta Gandhi, Lab Sharath, Sandhya Janak"
Sundaram Master,February,2024.0,Kalyan Santhosh,"Goal Den Media, RT Teamworks",Sricharan Pakala,"Chaitu Babu, Bhadram, Brahmanandam, Harsha Chemudu, Balakrishna Neelakantapuram, Divya Sripada, Harsha Vardhan"
Happy Ending,February,2024.0,Kowshik Bheemidi,"Hamstech Films, Silly Monks Studios",Ravi Nidamarthy,"Ajay Ghosh, Siddharth Gollapudi, Jhansi, Vishnu Oi, Yash Puri, Apoorva Rao"
Ooru Peru Bhairavakona,February,2024.0,Vi Anand,"AK Entertainments, Hasya Movies",Sekhar Chandra,"Sundeep Kishan, Varsha Bollamma, Kavya Thapar, Harsha Chemudu, Brahmaji, Vennela Kishore, P. Ravi Shankar, Vadivukkarasi, V. Jayaprakash, Billy Murali"
I Hate Love,February,2024.0,VI.Venkatesh,Ravi Art Productions,Rohith Peddapalli,"Priyanka Chollangi, Nagi Jabardest, Kittaiah, Ravi Mallidi, Subbu Mudhunuri, Seelam Srivalli"
Ambajipeta Marriage Band,February,2024.0,Dushyanth Katikineni,"Dheeraj Mogilineni Entertainment, GA2 Pictures, Mahayana Motion Pictures",Sekhar Chandra,"Suhas, Saranya Pradeep, Jagadeesh Prathap Bandari, Goparaju Ramana, Shivani Nagaram, Nithin Prasanna, Swarnakanth, Vinay Mahadev, Pullayya Pantulu Mylavarapu"
Kismat,February,2024.0,Srinath Badineni,"Comrade Film Factory, Atheera Productions",Mark K. Robin,"Abhinav Gomatam, Srinivas Avasarala, Naresh Agastya, Riya Suman, Ajay Ghosh, Chammak Chandra, Gangavva, Vishwadev Rachakonda, Kiran Kumar, Racha Ravi"
BhamaKalapam 2,February,2024.0,Abhimanyu Tadimeti,"Dream Farmers, Sri Venkateswara Cine Chitra",Prashanth Vihari,"Priyamani, Saranya Pradeep, Anuj Gurwara, Chaitu Jonnalagadda, Seerat Kapoor, Sundip Ved"
Game On,February,2024.0,Dayanandh Gaddam,Kasturi Creations,Abishek Ar,"Aditya, Aravind, Konkimalla Ashritha, Anmol Bhakthal, Bhargavi, Master Bhavik, Jyothi Chowdary, Sharath Elichipuram, Geethanandh, Meghana Gujarathi"
Bootcut Balaraju,February,2024.0,Srinivas Koneti,"Global Films, Katha Veruntadhi",Bheems Ceciroleo,"Syed Sohel Ryan, Gopal Krishna Akella, Darbha Appaji Ambarisha, Avinash, Siri Hanumanth, Indraja, Megha Lekha, Saddam, Satish Saripalli, Sunil"
Tillu Square,March,2024.0,Mallik Ram,"Fortune Four Cinemas, Sithara Entertainments",Ram Miriyala,"Anupama Parameswaran, Sidhu Jonnalagadda, Murli Sharma, Neha Shetty, Brahmaji, Raj Tirandasu, Priyanka Jawalkar, Anish Kuruvilla, Prince Cecil, Muralidhar Goud"
Bhimaa,March,2024.0,Harsha,Sri Sathya Sai Arts,Ravi Basrur,"Priya Bhavani Shankar, Malvika Sharma, Vennela Kishore, Nassar, Mukesh Tiwari, Gopichand, V.K. Naresh, Shamna Kasim, Subhalekha Sudhakar, Raghu Babu"
Om Bheem Bush,March,2024.0,Sree Harsha Konuganti,"UV Creations, V Celluloid",Sunny M.R.,"Ansari, Mukku Avinash, Mohan Babu, Spandana Bhandari, Ramana Bhargava, Kamakshi Bhaskarla, Kali Charan, Anjana Chowdary, Srikanth Iyengar, Priya Jasper"
Kaliyugam Pattanamlo,March,2024.0,Ramakhanth Reddy,"Nani Movie Works, Raamaa Creations Production",Ajay Arasada,"Vishva Karthikeya, Ayushi Patel, Chitra Shukla, Devi Prasad, Rupa Lakshmi, Pramodini, Chatrapathi Sekhar, Anish Kuruvilla, Narain rama, Divya Ralhan"
Tantra,March,2024.0,Srinivas Gopisetti,"Be The Way Films, First Copy Movies, Vizag Film Factory",RR Dhruvan,"Ananya Nagalla, Dhanush Raghumudri, Temper Vamsi, Saloni Aswani, Meesala Lakshaman, Manoj Muthyam, Kushalini Pulapa"
Bhoothaddam Bhaskar Narayana,March,2024.0,"Purushotham Raaj, Shravan Kumar Tadka",Vijaya Saraaga,Vijay Bulganin,"Shiva Kandukuri, Rashi Singh, Varshini Soundararajan, Shivakumar Ramachandravarapu, Divija, Gururaj, Venkatesh Kakumanu, Kalpalatha, Arun Kumar, Pranavi"
Lambasingi,March,2024.0,Naveen Gandhi,Concept Films,RR Dhruvan,"Kittayya, Bharath Raj, Vamsi Raj, Naveenraj Sankarapu, Divi Vadthya"
Chaari 111,March,2024.0,T.G. Keerthi Kumar,Barkat Studios Production,Simon K. King,"Kotte Alekhya, Apurva, Mani Bhamma, Brahmaji, Chaitanya, Chaitanya, Christina, Eugene, Goldie, Goldie"
Mix Up,March,2024.0,Aakash Bikki,Aha,,"Aadarsh Balakrishna, Akshara Gowda, Pooja Jhaveri, Kamal Kamaraju"
Sharathulu Varthisthai,March,2024.0,Kumara Swamy,Star Light Studios,Suresh Bobblli,"Rj Avinash, Mallesh Balast, Palamuru Devaraj, Sai Goud, Shiva Goud, Swarna Kilari, Nanda Kishore, Peddinti Ashok Kumar, Chaitanya Madadi, Sitha Mahalaxmi"
Ananya,March,2024.0,Prasad Raju Bommidi,Srii Siddi Dhatri Movie Creations,Trinadh Mantena,"Thoshi Alahari, Satyanarayan Buddala, Pragya Gutom, Chittibabu Jabardast, Aravind Jala, Chandana Jayaraj, Jairaman Jutthiga, Chakravarthy Mallipudi, Aditya Marakada, Jai Raman"
RadhaaMadhavam,March,2024.0,Dasari Eshaku,GVK Creation,Chaitu Kolli,"Vinayak Desai, Aparna Devi, Meka Rama Krishna, Aishwarya, Muthyala Reddy Dubasi, Baby Krithika, Ravi Chowdary Mekala, Srikanth Parkaala, Sharanya, Srikanth"
The Family Star,April,2024.0,Parasuram,"Dil Raju Productions, Sri Venkateshwara Creations",Gopi Sundar,"Mrunal Thakur, Vijay Deverakonda, Jayaram, Vennela Kishore, Kalyani Natarajan, Abhinaya, Jagapathi Babu, Marissa Rose Gordon, Rohini Hattangadi, Ajay Ghosh"
Razakar: The Silent Genocide of Hyderabad,April,2024.0,Yaata Satyanarayana,"Altair Media, Samarveer Creations",Bheems Ceciroleo,"Raj Arjun, Bobby Simha, Anasuya Bharadwaj, Vedhika, Indraja, Thalaivasal Vijay, John Vijay, Mahesh Achanta, Sindooram Bhaskar, Vinay Bidappa"
